"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","User creates the exercise with incorrect data","LMS service","Tue Aug 26 17:04:33 UTC 2025","broken","Tue Aug 26 17:04:33 UTC 2025","Validate entity","Exercises","",""
"","0","Refresh token with incorrect refresh_token","LMS service","Tue Aug 26 17:04:32 UTC 2025","broken","Tue Aug 26 17:04:32 UTC 2025","Validate entity","Authentication","",""
"","7","User creates the profile with incorrect data","LMS service","Tue Aug 26 17:04:42 UTC 2025","broken","Tue Aug 26 17:04:42 UTC 2025","Validate entity","Users","",""
"","0","User updates the profile with incorrect data","LMS service","Tue Aug 26 17:04:43 UTC 2025","broken","Tue Aug 26 17:04:43 UTC 2025","Validate entity","Users","",""
"","0","User gets the course with correct course_id","LMS service","Tue Aug 26 17:04:33 UTC 2025","broken","Tue Aug 26 17:04:33 UTC 2025","Get entity","Courses","",""
"","0","User deletes course with correct course_id","LMS service","Tue Aug 26 17:04:32 UTC 2025","broken","Tue Aug 26 17:04:32 UTC 2025","Delete entity","Courses","",""
"","0","User deletes the file with incorrect file_id","LMS service","Tue Aug 26 17:04:42 UTC 2025","broken","Tue Aug 26 17:04:42 UTC 2025","Validate entity","Files","",""
"","0","User logs in with correct email and password","LMS service","Tue Aug 26 17:04:31 UTC 2025","broken","Tue Aug 26 17:04:31 UTC 2025","Login","Authentication","",""
"","0","User gets the profile with incorrect user_id","LMS service","Tue Aug 26 17:04:43 UTC 2025","broken","Tue Aug 26 17:04:43 UTC 2025","Validate entity","Users","",""
"","7","User creates the profile with correct data","LMS service","Tue Aug 26 17:04:42 UTC 2025","broken","Tue Aug 26 17:04:42 UTC 2025","Create entity","Users","",""
"","0","User updates the course with incorrect course_id","LMS service","Tue Aug 26 17:04:34 UTC 2025","broken","Tue Aug 26 17:04:34 UTC 2025","Validate entity","Courses","",""
"","0","User creates the exercise with correct course_id","LMS service","Tue Aug 26 17:04:34 UTC 2025","broken","Tue Aug 26 17:04:34 UTC 2025","Create entity","Exercises","",""
"","0","User creates course with incorrect data","LMS service","Tue Aug 26 17:04:32 UTC 2025","broken","Tue Aug 26 17:04:32 UTC 2025","Validate entity","Courses","",""
"","6","User creates the profile with incorrect data","LMS service","Tue Aug 26 17:04:42 UTC 2025","broken","Tue Aug 26 17:04:42 UTC 2025","Validate entity","Users","",""
"","0","User gets the exercise with incorrect exercise_id","LMS service","Tue Aug 26 17:04:34 UTC 2025","broken","Tue Aug 26 17:04:34 UTC 2025","Validate entity","Exercises","",""
"","0","User creates the exercise with incorrect data","LMS service","Tue Aug 26 17:04:34 UTC 2025","broken","Tue Aug 26 17:04:34 UTC 2025","Validate entity","Exercises","",""
"","0","User gets the profile with correct user_id","LMS service","Tue Aug 26 17:04:43 UTC 2025","broken","Tue Aug 26 17:04:43 UTC 2025","Get entity","Users","",""
